latitude,longitude,label
10.253553399999999,-67.958324599999997,38
10.497446200000001,-66.898713250000014,18
8.76612495,-80.150459500000011,22
5.1811023666666669,-74.571805266666672,83
18.466333800000001,-66.105721700000004,484
25.848837250000003,-80.267550599999993,39
18.433986033333333,-69.97374236666667,55
-0.21163270000000001,-78.507746300000008,31
0.56323999999999996,-75.231650000000002,82
10.00005,-75.166525000000007,73
-2.7280856,-79.930961949999997,32
13.098938,-59.613351999999999,26
