latitude,longitude,label
-23.263496,-64.156987950000001,2
-22.278064350000001,-63.746421999999995,2
-17.8666667,-63.0,1
-22.908707,-68.199715999999995,1
-24.832181939999998,-65.447778319999998,5
-16.398822200000001,-71.536886100000004,1
-17.373852800000002,-66.155821599999996,1
-23.138829999999999,-64.318557999999996,1
-7.1721136999999997,-78.509444200000004,1
-23.8253108,-64.793022350000001,2
-24.251522574999999,-65.138855875000004,4
-24.667257800000002,-65.050064699999993,1
-12.1030914,-77.064420314285712,7
-13.4340986,-76.134545299999999,1
